,season,round,raceName,date,time,circuitId,circuit,location,country,long,lat
207,2007,4,Spanish Grand Prix,2007-05-13,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
208,2007,5,Monaco Grand Prix,2007-05-27,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
209,2007,6,Canadian Grand Prix,2007-06-10,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
210,2007,7,United States Grand Prix,2007-06-17,17:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
211,2007,8,French Grand Prix,2007-07-01,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
212,2007,9,British Grand Prix,2007-07-08,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
213,2007,10,European Grand Prix,2007-07-22,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
214,2007,11,Hungarian Grand Prix,2007-08-05,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
215,2007,12,Turkish Grand Prix,2007-08-26,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
216,2007,13,Italian Grand Prix,2007-09-09,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
217,2007,14,Belgian Grand Prix,2007-09-16,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
218,2007,15,Japanese Grand Prix,2007-09-30,04:30:00Z,fuji,Fuji Speedway,Oyama,Japan,138.927,35.3717
219,2007,16,Chinese Grand Prix,2007-10-07,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
220,2007,17,Brazilian Grand Prix,2007-10-21,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
221,2008,1,Australian Grand Prix,2008-03-16,04:30:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
222,2008,2,Malaysian Grand Prix,2008-03-23,07:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
223,2008,3,Bahrain Grand Prix,2008-04-06,11:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
224,2008,4,Spanish Grand Prix,2008-04-27,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
225,2008,5,Turkish Grand Prix,2008-05-11,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
226,2008,6,Monaco Grand Prix,2008-05-25,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
227,2008,7,Canadian Grand Prix,2008-06-08,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
228,2008,8,French Grand Prix,2008-06-22,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
229,2008,9,British Grand Prix,2008-07-06,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
230,2008,10,German Grand Prix,2008-07-20,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
231,2008,11,Hungarian Grand Prix,2008-08-03,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
232,2008,12,European Grand Prix,2008-08-24,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
233,2008,13,Belgian Grand Prix,2008-09-07,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
234,2008,14,Italian Grand Prix,2008-09-14,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
235,2008,15,Singapore Grand Prix,2008-09-28,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
236,2008,16,Japanese Grand Prix,2008-10-12,04:30:00Z,fuji,Fuji Speedway,Oyama,Japan,138.927,35.3717
237,2008,17,Chinese Grand Prix,2008-10-19,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
238,2008,18,Brazilian Grand Prix,2008-11-02,17:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
239,2009,1,Australian Grand Prix,2009-03-29,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
240,2009,2,Malaysian Grand Prix,2009-04-05,09:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
241,2009,3,Chinese Grand Prix,2009-04-19,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
242,2009,4,Bahrain Grand Prix,2009-04-26,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
243,2009,5,Spanish Grand Prix,2009-05-10,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
244,2009,6,Monaco Grand Prix,2009-05-24,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
245,2009,7,Turkish Grand Prix,2009-06-07,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
246,2009,8,British Grand Prix,2009-06-21,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
247,2009,9,German Grand Prix,2009-07-12,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
248,2009,10,Hungarian Grand Prix,2009-07-26,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
249,2009,11,European Grand Prix,2009-08-23,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
250,2009,12,Belgian Grand Prix,2009-08-30,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
251,2009,13,Italian Grand Prix,2009-09-13,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
252,2009,14,Singapore Grand Prix,2009-09-27,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
253,2009,15,Japanese Grand Prix,2009-10-04,05:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
254,2009,16,Brazilian Grand Prix,2009-10-18,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
255,2009,17,Abu Dhabi Grand Prix,2009-11-01,11:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
256,2010,1,Bahrain Grand Prix,2010-03-14,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
257,2010,2,Australian Grand Prix,2010-03-28,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
258,2010,3,Malaysian Grand Prix,2010-04-04,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
259,2010,4,Chinese Grand Prix,2010-04-18,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
260,2010,5,Spanish Grand Prix,2010-05-09,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
261,2010,6,Monaco Grand Prix,2010-05-16,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
262,2010,7,Turkish Grand Prix,2010-05-30,11:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
263,2010,8,Canadian Grand Prix,2010-06-13,16:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
264,2010,9,European Grand Prix,2010-06-27,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
265,2010,10,British Grand Prix,2010-07-11,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
266,2010,11,German Grand Prix,2010-07-25,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
267,2010,12,Hungarian Grand Prix,2010-08-01,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
268,2010,13,Belgian Grand Prix,2010-08-29,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
269,2010,14,Italian Grand Prix,2010-09-12,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
270,2010,15,Singapore Grand Prix,2010-09-26,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
271,2010,16,Japanese Grand Prix,2010-10-10,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
272,2010,17,Korean Grand Prix,2010-10-24,05:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
273,2010,18,Brazilian Grand Prix,2010-11-07,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
274,2010,19,Abu Dhabi Grand Prix,2010-11-14,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
275,2011,1,Australian Grand Prix,2011-03-27,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
276,2011,2,Malaysian Grand Prix,2011-04-10,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
277,2011,3,Chinese Grand Prix,2011-04-17,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
278,2011,4,Turkish Grand Prix,2011-05-08,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
279,2011,5,Spanish Grand Prix,2011-05-22,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
280,2011,6,Monaco Grand Prix,2011-05-29,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
281,2011,7,Canadian Grand Prix,2011-06-12,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
282,2011,8,European Grand Prix,2011-06-26,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
283,2011,9,British Grand Prix,2011-07-10,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
284,2011,10,German Grand Prix,2011-07-24,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
285,2011,11,Hungarian Grand Prix,2011-07-31,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
286,2011,12,Belgian Grand Prix,2011-08-28,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
287,2011,13,Italian Grand Prix,2011-09-11,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
288,2011,14,Singapore Grand Prix,2011-09-25,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
289,2011,15,Japanese Grand Prix,2011-10-09,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
290,2011,16,Korean Grand Prix,2011-10-16,06:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
291,2011,17,Indian Grand Prix,2011-10-30,09:30:00Z,buddh,Buddh International Circuit,Uttar Pradesh,India,77.5331,28.3487
292,2011,18,Abu Dhabi Grand Prix,2011-11-13,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
293,2011,19,Brazilian Grand Prix,2011-11-27,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
294,2012,1,Australian Grand Prix,2012-03-18,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
295,2012,2,Malaysian Grand Prix,2012-03-25,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
296,2012,3,Chinese Grand Prix,2012-04-15,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
297,2012,4,Bahrain Grand Prix,2012-04-22,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
298,2012,5,Spanish Grand Prix,2012-05-13,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
299,2012,6,Monaco Grand Prix,2012-05-27,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
300,2012,7,Canadian Grand Prix,2012-06-10,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
301,2012,8,European Grand Prix,2012-06-24,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
302,2012,9,British Grand Prix,2012-07-08,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
303,2012,10,German Grand Prix,2012-07-22,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
304,2012,11,Hungarian Grand Prix,2012-07-29,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
305,2012,12,Belgian Grand Prix,2012-09-02,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
306,2012,13,Italian Grand Prix,2012-09-09,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
307,2012,14,Singapore Grand Prix,2012-09-23,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
308,2012,15,Japanese Grand Prix,2012-10-07,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
309,2012,16,Korean Grand Prix,2012-10-14,06:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
310,2012,17,Indian Grand Prix,2012-10-28,09:30:00Z,buddh,Buddh International Circuit,Uttar Pradesh,India,77.5331,28.3487
311,2012,18,Abu Dhabi Grand Prix,2012-11-04,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
312,2012,19,United States Grand Prix,2012-11-18,19:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
313,2012,20,Brazilian Grand Prix,2012-11-25,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
314,2013,1,Australian Grand Prix,2013-03-17,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
315,2013,2,Malaysian Grand Prix,2013-03-24,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
316,2013,3,Chinese Grand Prix,2013-04-14,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
317,2013,4,Bahrain Grand Prix,2013-04-21,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
318,2013,5,Spanish Grand Prix,2013-05-12,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
319,2013,6,Monaco Grand Prix,2013-05-26,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
320,2013,7,Canadian Grand Prix,2013-06-09,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
321,2013,8,British Grand Prix,2013-06-30,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
322,2013,9,German Grand Prix,2013-07-07,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
323,2013,10,Hungarian Grand Prix,2013-07-28,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
324,2013,11,Belgian Grand Prix,2013-08-25,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
325,2013,12,Italian Grand Prix,2013-09-08,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
326,2013,13,Singapore Grand Prix,2013-09-22,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
327,2013,14,Korean Grand Prix,2013-10-06,06:00:00Z,yeongam,Korean International Circuit,Yeongam County,Korea,126.417,34.7333
328,2013,15,Japanese Grand Prix,2013-10-13,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
329,2013,16,Indian Grand Prix,2013-10-27,09:30:00Z,buddh,Buddh International Circuit,Uttar Pradesh,India,77.5331,28.3487
330,2013,17,Abu Dhabi Grand Prix,2013-11-03,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
331,2013,18,United States Grand Prix,2013-11-17,19:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
332,2013,19,Brazilian Grand Prix,2013-11-24,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
333,2014,1,Australian Grand Prix,2014-03-16,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
334,2014,2,Malaysian Grand Prix,2014-03-30,08:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
335,2014,3,Bahrain Grand Prix,2014-04-06,15:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
336,2014,4,Chinese Grand Prix,2014-04-20,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
337,2014,5,Spanish Grand Prix,2014-05-11,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
338,2014,6,Monaco Grand Prix,2014-05-25,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
339,2014,7,Canadian Grand Prix,2014-06-08,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
340,2014,8,Austrian Grand Prix,2014-06-22,12:00:00Z,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
341,2014,9,British Grand Prix,2014-07-06,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
342,2014,10,German Grand Prix,2014-07-20,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
343,2014,11,Hungarian Grand Prix,2014-07-27,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
344,2014,12,Belgian Grand Prix,2014-08-24,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
345,2014,13,Italian Grand Prix,2014-09-07,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
346,2014,14,Singapore Grand Prix,2014-09-21,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
347,2014,15,Japanese Grand Prix,2014-10-05,06:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
348,2014,16,Russian Grand Prix,2014-10-12,11:00:00Z,sochi,Sochi Autodrom,Sochi,Russia,39.9578,43.4057
349,2014,17,United States Grand Prix,2014-11-02,20:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
350,2014,18,Brazilian Grand Prix,2014-11-09,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
351,2014,19,Abu Dhabi Grand Prix,2014-11-23,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
352,2015,1,Australian Grand Prix,2015-03-15,05:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
353,2015,2,Malaysian Grand Prix,2015-03-29,07:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
354,2015,3,Chinese Grand Prix,2015-04-12,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
355,2015,4,Bahrain Grand Prix,2015-04-19,15:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
356,2015,5,Spanish Grand Prix,2015-05-10,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
357,2015,6,Monaco Grand Prix,2015-05-24,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
358,2015,7,Canadian Grand Prix,2015-06-07,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
359,2015,8,Austrian Grand Prix,2015-06-21,12:00:00Z,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
360,2015,9,British Grand Prix,2015-07-05,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
361,2015,10,Hungarian Grand Prix,2015-07-26,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
362,2015,11,Belgian Grand Prix,2015-08-23,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
363,2015,12,Italian Grand Prix,2015-09-06,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
364,2015,13,Singapore Grand Prix,2015-09-20,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
365,2015,14,Japanese Grand Prix,2015-09-27,05:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
366,2015,15,Russian Grand Prix,2015-10-11,11:00:00Z,sochi,Sochi Autodrom,Sochi,Russia,39.9578,43.4057
367,2015,16,United States Grand Prix,2015-10-25,19:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
368,2015,17,Mexican Grand Prix,2015-11-01,19:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,-99.0907,19.4042
369,2015,18,Brazilian Grand Prix,2015-11-15,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
370,2015,19,Abu Dhabi Grand Prix,2015-11-29,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
371,2016,1,Australian Grand Prix,2016-03-20,05:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
372,2016,2,Bahrain Grand Prix,2016-04-03,15:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
373,2016,3,Chinese Grand Prix,2016-04-17,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
374,2016,4,Russian Grand Prix,2016-05-01,12:00:00Z,sochi,Sochi Autodrom,Sochi,Russia,39.9578,43.4057
375,2016,5,Spanish Grand Prix,2016-05-15,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
376,2016,6,Monaco Grand Prix,2016-05-29,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
377,2016,7,Canadian Grand Prix,2016-06-12,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
378,2016,8,European Grand Prix,2016-06-19,13:00:00Z,baku,Baku City Circuit,Baku,Azerbaijan,49.8533,40.3725
379,2016,9,Austrian Grand Prix,2016-07-03,12:00:00Z,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
380,2016,10,British Grand Prix,2016-07-10,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
381,2016,11,Hungarian Grand Prix,2016-07-24,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
382,2016,12,German Grand Prix,2016-07-31,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
383,2016,13,Belgian Grand Prix,2016-08-28,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
384,2016,14,Italian Grand Prix,2016-09-04,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
385,2016,15,Singapore Grand Prix,2016-09-18,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
386,2016,16,Malaysian Grand Prix,2016-10-02,07:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
387,2016,17,Japanese Grand Prix,2016-10-09,05:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
388,2016,18,United States Grand Prix,2016-10-23,19:00:00Z,americas,Circuit of the Americas,Austin,USA,-97.6411,30.1328
389,2016,19,Mexican Grand Prix,2016-10-30,19:00:00Z,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,-99.0907,19.4042
390,2016,20,Brazilian Grand Prix,2016-11-13,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
391,2016,21,Abu Dhabi Grand Prix,2016-11-27,13:00:00Z,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,54.6031,24.4672
392,2017,1,Australian Grand Prix,2017-03-26,05:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
393,2017,2,Chinese Grand Prix,2017-04-09,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
394,2017,3,Bahrain Grand Prix,2017-04-16,15:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
395,2017,4,Russian Grand Prix,2017-04-30,12:00:00Z,sochi,Sochi Autodrom,Sochi,Russia,39.9578,43.4057
396,2017,5,Spanish Grand Prix,2017-05-14,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
397,2017,6,Monaco Grand Prix,2017-05-28,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
398,2017,7,Canadian Grand Prix,2017-06-11,18:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
399,2017,8,Azerbaijan Grand Prix,2017-06-25,13:00:00Z,baku,Baku City Circuit,Baku,Azerbaijan,49.8533,40.3725
400,2017,9,Austrian Grand Prix,2017-07-09,12:00:00Z,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
401,2017,10,British Grand Prix,2017-07-16,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
402,2017,11,Hungarian Grand Prix,2017-07-30,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
403,2017,12,Belgian Grand Prix,2017-08-27,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
404,2017,13,Italian Grand Prix,2017-09-03,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
405,2017,14,Singapore Grand Prix,2017-09-17,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
